Subject,BrainVolumes
IXI151-Guys-0793,1529330.56020818
IXI153-Guys-0782,1559133.27043622
IXI154-Guys-0821,1449662.37167192
IXI156-Guys-0837,1507708.8235331
IXI157-Guys-0816,1664435.3106779
IXI158-Guys-0783,1381412.38358509
IXI159-HH-1549,1315275.67986954
IXI160-HH-1637,1298925.01996842
IXI161-HH-2533,1474600.7811557
IXI162-HH-1548,1604701.55111477
IXI163-HH-1621,1659999.21989946
IXI164-Guys-0844,1522495.55022789
IXI165-HH-1589,1705510.92808396
IXI166-Guys-0846,1319271.08304456
IXI167-HH-1569,1546034.41784129
IXI168-HH-1607,1659404.41047329
IXI169-Guys-0842,1443358.22913107
IXI170-Guys-0843,1314911.49411136
IXI172-Guys-0982,1790683.58059041
IXI173-HH-1590,1375847.22202766
IXI174-HH-1571,1260830.54606169
IXI175-HH-1570,1598889.30496455
IXI176-HH-1604,1611509.85787455
IXI177-Guys-0831,1679418.27060735
IXI178-Guys-0778,1448432.04908685
IXI179-Guys-0777,1739234.78246975
IXI180-HH-1605,1508484.92494348
IXI181-Guys-0790,1917860.91898126
IXI182-Guys-0792,1536391.23575413
IXI183-Guys-0791,1523210.47621131
IXI184-Guys-0794,1591423.51548616
IXI185-Guys-0795,1412405.22338741
IXI186-Guys-0796,1446466.08983686
IXI188-Guys-0798,1468850.6372442
IXI189-Guys-0799,1397221.49588023
IXI191-Guys-0801,1480785.69966112
IXI192-Guys-0878,1453820.8214615
IXI193-Guys-0810,1370647.84241812
IXI194-Guys-0818,1467627.79488185
IXI195-HH-1620,1713891.45174427
IXI196-Guys-0805,1434011.81711359
IXI197-Guys-0811,1343187.9218909
IXI198-Guys-0803,1654229.67377685
IXI199-Guys-0802,1476536.13563636
IXI200-Guys-0812,1365288.50264568
IXI201-HH-1588,1318115.76597823
IXI202-HH-1526,1375225.60029114
IXI204-HH-1651,1364485.94564125
IXI205-HH-1649,1561059.44054886
IXI206-HH-1650,1233077.76023378
IXI207-Guys-0809,1484729.88927774
IXI208-Guys-0808,1654948.08210921
IXI209-Guys-0804,1546924.25702596
IXI210-Guys-0856,1665506.58469945
IXI211-HH-1568,1705204.05213372
IXI212-HH-1643,1430909.22552547
IXI213-HH-1642,1292304.15967073
IXI214-HH-1636,1481906.0715914
IXI216-HH-1635,1545485.46835547
IXI217-HH-1638,1419666.24350629
IXI218-HH-1815,1565815.68161733
IXI219-Guys-0894,1347251.63972075
IXI221-HH-1606,1578365.41865214
IXI222-Guys-0819,1304183.46525998
IXI223-Guys-0830,1584949.39594134
IXI224-Guys-0823,1394452.60858121
IXI225-Guys-0832,1287309.99952869
IXI226-HH-1618,1457369.64433892
IXI227-Guys-0813,1279423.18399628
IXI228-Guys-0822,1345397.32449932
IXI229-Guys-0980,1596263.4251293
IXI230-IOP-0869,1363260.42458756
IXI231-IOP-0866,1458372.18253837
IXI232-IOP-0898,1419508.59171183
IXI233-IOP-0875,1231834.90290685
IXI234-IOP-0870,1437160.43050034
IXI236-Guys-0817,1588543.49294328
IXI237-Guys-1049,1160378.93321598
IXI238-IOP-0883,1383850.79136952
IXI239-HH-2296,1315378.44176878
IXI240-Guys-0834,1419030.61167772
IXI241-Guys-0833,1716841.0569169
IXI242-HH-1722,1433764.84730174
IXI244-Guys-0841,1269402.65446454
IXI246-Guys-0840,1374009.71787467
IXI247-Guys-0838,1510735.8064279
IXI248-HH-1972,1293767.91662481
IXI249-Guys-1072,1336133.45589697
IXI250-Guys-0836,1453877.66055025
IXI251-Guys-1055,1329917.88250927
IXI252-HH-1693,1289281.41346463
IXI253-HH-1694,1550070.00044449
IXI254-HH-1705,1415037.07977338
IXI255-HH-1882,1356968.23179948
IXI256-HH-1723,1756964.45136967
IXI257-HH-1724,1417615.57753991
IXI258-HH-1769,1328326.09753642
IXI259-HH-1804,1201804.59330361
IXI260-HH-1805,1521068.26661039
IXI261-HH-1704,1481422.68150689
IXI262-HH-1861,1513234.95846562
IXI263-HH-1684,1421841.22553829
IXI264-Guys-0854,1323262.52302998
IXI265-Guys-0845,1517442.54876307
IXI266-Guys-0853,1364320.81299741
IXI267-HH-1772,1559604.74683866
IXI268-Guys-0858,1582501.09458512
IXI269-Guys-0839,1628044.41228393
IXI270-Guys-0847,1454042.92759288
IXI274-HH-2294,1258060.76113345
IXI275-HH-1803,1628249.49361556
IXI276-HH-1840,1576413.34706303
IXI277-HH-1770,1296986.54694536
IXI278-HH-1771,1640056.07980737
IXI279-Guys-1044,1495870.53146213
IXI280-HH-1860,1278763.24279936
IXI282-HH-2025,1523166.65134183
IXI284-HH-2354,1302454.97843879
IXI285-Guys-0857,1569178.26694292
IXI286-Guys-0859,1669583.3668096
IXI287-Guys-0863,1327304.10073232
IXI288-Guys-0879,1455400.84818061
IXI289-Guys-0864,1516296.70704086
IXI290-IOP-0874,1299844.46090265
IXI291-IOP-0882,1457105.12332649
IXI292-IOP-0877,1364100.92034643
IXI293-IOP-0876,1551071.40652754
IXI294-IOP-0868,1310969.98141251
IXI295-HH-1814,1188365.32325672
IXI296-HH-1970,1292860.99770373
IXI297-Guys-0886,1538928.82976845
IXI298-Guys-0861,1428781.42008455
IXI299-Guys-0893,1443504.23806719
IXI300-Guys-0880,1684869.03898884
IXI302-HH-1883,1475436.68128503
IXI303-IOP-0968,1475443.1182045
IXI304-Guys-0862,1294516.9813022
IXI305-IOP-0871,1255967.72399904
IXI306-IOP-0867,1473922.69992586
IXI307-IOP-0872,1487999.44618311
IXI308-Guys-0884,1836309.11946542
IXI309-IOP-0897,1603791.06256664
IXI310-IOP-0890,1359504.80713165
IXI311-Guys-0885,1504636.02348024
IXI312-Guys-0887,1330018.20077193
IXI313-HH-2241,1683985.38281322
IXI314-IOP-0889,1702722.89723286
IXI315-IOP-0888,1526249.96909188
IXI316-HH-1862,1515286.31885382
IXI317-Guys-0896,1602109.59910902
IXI318-Guys-0895,1808820.43110406
IXI319-Guys-0901,1553339.38768983
IXI320-Guys-0902,1404159.47011127
IXI321-Guys-0903,1353325.79401941
IXI322-IOP-0891,1587003.06734717
IXI324-Guys-0922,1636210.2831204
IXI325-Guys-0911,1439264.10566561
IXI326-Guys-0907,1459727.99193612
IXI327-HH-1999,1434697.30679446
IXI328-HH-2295,1155113.95476179
IXI329-HH-1908,1331464.5710398
IXI330-Guys-0881,1606933.12426633
IXI331-IOP-0892,1494159.62012189
IXI332-IOP-1134,1394331.81203122
IXI333-IOP-0926,1614453.2983766
IXI334-HH-1907,1384217.60331356
IXI335-HH-1906,1682575.26949199
IXI336-Guys-0904,1847484.47506459
IXI337-IOP-0929,1443592.95290115
IXI338-HH-1971,1242286.2284974
IXI340-IOP-0915,1748579.55994691
IXI341-Guys-0906,1656270.10248683
IXI342-Guys-0909,1685291.98652878
IXI344-Guys-0905,1383320.10324803
IXI345-IOP-0928,1540352.48649152
IXI347-IOP-0927,1524165.59013609
IXI348-Guys-0910,1349012.46406781
IXI350-Guys-0908,1700603.24929124
IXI351-Guys-0914,1344976.26703978
IXI353-HH-1996,1275858.33941961
IXI354-HH-2024,1468675.12179451
IXI356-HH-2049,1341110.92510074
IXI357-HH-2076,1399620.2402841
IXI358-Guys-0919,1436398.37578225
IXI359-Guys-0918,1408398.94231036
IXI360-Guys-0912,1440421.18841338
IXI361-Guys-0913,1581298.23745508
IXI362-HH-2051,1368337.67168631
IXI363-HH-2050,1317335.87253001
IXI364-Guys-0920,1353603.58074338
IXI365-Guys-0923,1475599.45005574
IXI367-Guys-0917,1572867.67965333
IXI368-Guys-0916,1395867.77204038
IXI369-Guys-0924,1486399.88233857
IXI370-Guys-0921,1501300.28706857
IXI371-IOP-0970,1297055.51314233
IXI372-IOP-0971,1723307.60159972
IXI373-IOP-0967,1162538.03290258
IXI375-Guys-0925,1200554.03039712
IXI376-Guys-0938,1344688.33808452
IXI377-Guys-0937,1320321.26659218
IXI378-IOP-0972,1354364.38284442
IXI379-Guys-0943,1171137.59405259
IXI380-Guys-0944,1327346.55217311
IXI381-Guys-1024,1248181.63139038
IXI382-IOP-1135,1385947.05463164
IXI383-HH-2099,1251448.18899343
IXI384-HH-2100,1260679.8377424
IXI385-HH-2078,1474822.85109842
IXI386-HH-2077,1391596.74079913
IXI387-HH-2101,1575361.93834352
IXI388-IOP-0973,1682897.53677627
IXI389-Guys-0930,1430839.50554682
IXI390-Guys-0931,1327830.12578893
IXI391-Guys-0934,1512659.07830178
IXI392-Guys-1064,1503988.5305963
IXI393-Guys-0941,1376758.53126997
IXI394-Guys-0940,1733909.97850921
IXI395-IOP-0969,1635258.12911746
IXI396-HH-2115,1580409.60603906
IXI397-Guys-0953,1317259.25742273
IXI398-Guys-0952,1403054.59590107
IXI399-Guys-0966,1395366.79942345
IXI400-Guys-0977,1415664.8298746
IXI401-Guys-0978,1295122.73252313
IXI402-Guys-0961,1254093.22982244
IXI403-Guys-0965,1441079.32880335
IXI404-Guys-0950,1604578.09109796
IXI405-Guys-0948,1420422.78909702
IXI406-Guys-0963,1435278.43986098
IXI407-Guys-0964,1424870.27671913
IXI408-Guys-0962,1438535.31628456
IXI409-Guys-0960,1471762.32077025
IXI410-Guys-0958,1367957.56537551
IXI411-Guys-0959,1426377.96032927
IXI412-Guys-0949,1422255.28425537
IXI413-Guys-0955,1325490.56360079
IXI414-Guys-0957,1253451.23153608
IXI415-Guys-0942,1448697.32726701
IXI416-Guys-1051,1405556.78953102
IXI417-Guys-0939,1603560.1551868
IXI418-Guys-0956,1494635.07513975
IXI419-Guys-1027,1267211.01788913
IXI420-Guys-1028,1238545.98308047
IXI422-Guys-1071,1725614.28701528
IXI423-IOP-0974,1645601.02220625
IXI424-IOP-0991,1530039.93585584
IXI425-IOP-0988,1229139.28965093
IXI426-IOP-1011,1654603.05492029
IXI427-IOP-1012,1872157.45183103
IXI428-Guys-0996,1336276.06110745
IXI429-Guys-0997,1245161.40373265
IXI430-IOP-0990,1430131.92346562
IXI431-Guys-0986,1207381.56039405
IXI432-Guys-0987,1787267.89059076
IXI433-IOP-0989,1453751.30458067
IXI434-IOP-1010,1414628.3173862
IXI435-IOP-1040,1448364.5709914
IXI436-HH-2153,1680604.36099288
IXI437-HH-2152,1446819.41044419
IXI438-HH-2155,1440795.30146455
IXI439-HH-2114,1489692.78907031
IXI440-HH-2127,1473845.94659755
IXI441-HH-2154,1489655.67299032
IXI442-IOP-1041,1875736.58887294
IXI443-HH-2215,1433695.80749776
IXI444-HH-2270,1327733.7535555
IXI445-HH-2269,1663677.53289985
IXI446-HH-2325,1326943.26565051
IXI447-Guys-0979,1327194.80846864
IXI448-HH-2393,1436956.0756065
IXI449-Guys-1082,1538463.5460003
IXI450-Guys-1093,1413075.9116263
IXI451-HH-2212,1448732.42398789
IXI452-HH-2213,1262688.19091264
IXI453-HH-2214,1693769.2406967
IXI454-Guys-1083,1520516.20617136
IXI455-Guys-0981,1461458.36992568
IXI456-Guys-1019,1320300.19443564
IXI457-Guys-0984,2046890.92033915
IXI458-Guys-0993,1620448.32867701
IXI459-Guys-0992,1181872.66282453
IXI460-Guys-0999,1340551.18767398
IXI461-Guys-0998,1435597.32379632
IXI462-IOP-1042,1435173.28186162
IXI463-IOP-1043,1426083.69746858
IXI464-IOP-1029,1470140.86434312
IXI465-HH-2176,1524434.83696841
IXI467-Guys-0983,1369355.27131353
IXI468-Guys-0985,1522886.70909349
IXI469-IOP-1136,1580777.36201544
IXI470-IOP-1030,1828618.8645932
IXI473-IOP-1137,1687220.4261931
IXI474-IOP-1138,1335041.21891043
IXI475-IOP-1139,1485222.70085948
IXI476-IOP-1140,1424108.28672629
IXI477-IOP-1141,1336459.45318469
IXI478-IOP-1142,1567092.83201503
IXI479-Guys-1034,1335907.96826687
IXI480-Guys-1033,1336353.05327507
IXI481-HH-2175,1503295.85450498
IXI482-HH-2178,1397243.2552423
IXI483-HH-2177,1751561.66770955
IXI484-HH-2179,1491726.22867115
IXI485-HH-2180,1248457.59062245
IXI486-Guys-1005,1112853.44929376
IXI487-Guys-1037,1652555.50274989
IXI488-Guys-1015,1533487.16263992
IXI489-Guys-1014,1471874.29516688
IXI490-Guys-1018,1339480.88590018
IXI491-Guys-1032,1350287.55730859
IXI492-Guys-1022,1431343.74281026
IXI493-Guys-1007,1488235.02201503
IXI494-Guys-1008,1663223.26921555
IXI495-Guys-1009,1468472.63405768
IXI496-Guys-1045,1245752.8271126
IXI497-Guys-1002,1844056.57665718
IXI498-Guys-1050,1293873.3893999
IXI499-Guys-1004,1516972.61159972
IXI500-Guys-1017,1711474.98791863
IXI501-Guys-1016,1513280.29568125
IXI502-Guys-1020,1289773.17625098
IXI503-Guys-1021,1614454.93043822
IXI504-Guys-1025,1653462.931335
IXI505-Guys-1026,1174239.07224673
IXI506-Guys-1035,1533303.98682738
IXI507-Guys-1036,1565651.20362213
IXI508-HH-2268,1274072.67551729
IXI510-IOP-1143,1562714.70861892
IXI511-HH-2238,1347430.03166076
IXI512-Guys-1054,1531505.31994184
IXI515-HH-2377,1332926.75782589
IXI516-HH-2297,1330159.27403297
IXI517-IOP-1144,1570379.5720334
IXI518-HH-2239,1378427.41697619
IXI519-HH-2240,1634792.54064298
IXI521-HH-2353,1412591.11506902
IXI522-HH-2453,1518068.12801171
IXI523-Guys-1056,1435987.9852538
IXI524-HH-2412,1447440.86331868
IXI525-HH-2413,1555875.59832319
IXI526-HH-2392,1133854.22175669
IXI527-HH-2376,1906121.00063564
IXI528-Guys-1073,1801742.98436124
IXI531-Guys-1057,1620486.52511265
IXI532-IOP-1145,1600846.88517855
IXI533-Guys-1066,1342210.42213943
IXI534-Guys-1062,1426529.25268858
IXI535-Guys-1061,1457548.85728162
IXI536-Guys-1059,1306845.79296213
IXI537-HH-2378,1491232.17228418
IXI538-HH-2411,1432011.67886287
IXI539-Guys-1067,1334737.41110265
IXI541-IOP-1146,1431736.47909117
IXI542-IOP-1147,1188578.51953759
IXI543-IOP-1148,1507871.62596842
IXI544-HH-2395,1287939.61752173
IXI546-HH-2450,1267031.29600198
IXI547-IOP-1149,1360470.95335797
IXI548-IOP-1150,1159721.95484595
IXI549-Guys-1046,1707079.40259129
IXI550-Guys-1069,1384714.08518201
IXI551-Guys-1065,1501992.19129588
IXI552-Guys-1063,1414562.89355583
IXI553-IOP-1151,1716484.57831803
IXI554-Guys-1068,1554002.99143803
IXI555-Guys-1074,1320510.21859632
IXI556-HH-2452,1639730.01042497
IXI558-Guys-1079,1387930.80232814
IXI559-HH-2394,1272864.55488901
IXI560-Guys-1070,1660063.58647464
IXI561-IOP-1152,1297434.78304397
IXI562-Guys-1131,1440594.3317524
IXI563-IOP-1153,1377960.81786164
IXI565-HH-2534,1525991.84819972
IXI566-HH-2535,1340435.08173125
IXI567-HH-2536,1386524.11931253
IXI568-HH-2607,1276189.72322345
IXI569-Guys-1101,1672010.2033257
IXI571-IOP-1154,1450584.32062281
IXI572-HH-2605,1334733.99397277
IXI573-IOP-1155,1291592.94057324
IXI574-IOP-1156,1496720.80758681
IXI575-HH-2658,1368029.19261107
IXI576-Guys-1077,1341758.5686035
IXI577-HH-2661,1366583.18762718
IXI578-Guys-1078,1587065.61372225
IXI579-Guys-1126,1511078.09743595
IXI582-Guys-1127,1604143.9064951
IXI584-Guys-1129,1833693.42376763
IXI585-Guys-1130,1540573.10922034
IXI586-HH-2451,1729636.1377019
IXI587-Guys-1128,1773651.50415224
IXI588-IOP-1158,1425439.92769035
IXI589-Guys-1080,1600137.98671947
IXI591-Guys-1084,1295761.40975989
IXI592-Guys-1085,1695772.44289618
IXI593-Guys-1109,1280061.05231924
IXI594-Guys-1089,1510379.29663381
IXI595-IOP-1159,1511179.43076237
IXI596-IOP-1160,1497743.93444034
IXI597-IOP-1161,1260050.67860824
IXI598-HH-2606,1391110.20301724
IXI599-HH-2659,1689968.82386107
IXI600-HH-2660,1621863.24358498
IXI601-HH-2700,1453017.31370576
IXI603-HH-2701,1492332.79315524
IXI605-HH-2598,1286318.40321631
IXI606-HH-2601,1475916.5649747
IXI607-Guys-1097,1577705.89894415
IXI608-HH-2599,1635402.31639773
IXI609-HH-2600,1511220.36473409
IXI610-HH-2649,1467139.84233518
IXI611-HH-2650,1670140.56205574
IXI612-HH-2688,1470455.96742276
IXI613-HH-2734,1711540.2057711
IXI614-HH-2735,1649765.20749496
IXI616-Guys-1092,1467788.37493637
IXI617-Guys-1090,1645641.55408256
IXI618-Guys-1091,1503185.61647418
IXI619-Guys-1099,1701715.86233201
IXI621-Guys-1100,1399242.63829286
IXI622-Guys-1102,1669581.8868354
IXI623-Guys-1076,1788166.99967115
IXI625-Guys-1098,1577487.03232133
IXI626-Guys-1094,1631646.49483713
IXI627-Guys-1103,1378790.90052587
IXI629-Guys-1095,1552610.37049431
IXI630-Guys-1108,1501222.48484062
IXI631-HH-2651,1415572.15777114
IXI632-HH-2652,1427089.54183829
IXI633-HH-2689,1631751.96754988
IXI634-HH-2690,1550966.77157823
IXI635-HH-2691,1733450.28505905
IXI636-HH-2733,1716987.48761164
IXI637-HH-2785,1499752.24807032
IXI638-HH-2786,1699464.94514057
IXI639-Guys-1088,1683469.3991908
IXI640-Guys-1106,1553719.87213207
IXI641-Guys-1105,1670217.25004645
IXI642-Guys-1104,1669280.14468999
IXI643-HH-2787,1697777.15385571
IXI644-Guys-1121,1770805.43653462
IXI646-HH-2653,1417055.61275601
IXI648-Guys-1107,1580256.1807598
IXI651-Guys-1118,1298698.86790401
IXI652-Guys-1116,1652403.25431487
IXI653-Guys-1122,1618649.95542095
IXI661-HH-2788,1260770.79160621
IXI662-Guys-1120,1696831.00836393
