Subject,BrainVolumes
OAS1_0087_MR1_mpr_n4_anon_sbj_111,1428518
OAS1_0088_MR1_mpr_n4_anon_sbj_111,1487983
OAS1_0090_MR1_mpr_n4_anon_sbj_111,1655156
OAS1_0091_MR1_mpr_n4_anon_sbj_111,1506396
OAS1_0092_MR1_mpr_n4_anon_sbj_111,1453637
OAS1_0092_MR2_mpr_n4_anon_sbj_111,1459003
OAS1_0094_MR1_mpr_n4_anon_sbj_111,1367903
OAS1_0095_MR1_mpr_n4_anon_sbj_111,1386212
OAS1_0096_MR1_mpr_n4_anon_sbj_111,1242935
OAS1_0097_MR1_mpr_n4_anon_sbj_111,1468952
OAS1_0098_MR1_mpr_n4_anon_sbj_111,1455125
OAS1_0099_MR1_mpr_n4_anon_sbj_111,1354362
OAS1_0101_MR1_mpr_n4_anon_sbj_111,1341064
OAS1_0101_MR2_mpr_n4_anon_sbj_111,1342730
OAS1_0102_MR1_mpr_n4_anon_sbj_111,1441541
OAS1_0103_MR1_mpr_n4_anon_sbj_111,1351062
OAS1_0104_MR1_mpr_n3_anon_sbj_111,1255067
OAS1_0105_MR1_mpr_n4_anon_sbj_111,1434487
OAS1_0106_MR1_mpr_n4_anon_sbj_111,1164910
OAS1_0107_MR1_mpr_n3_anon_sbj_111,1628724
OAS1_0108_MR1_mpr_n3_anon_sbj_111,1691285
OAS1_0109_MR1_mpr_n4_anon_sbj_111,1279219
OAS1_0110_MR1_mpr_n4_anon_sbj_111,1396011
OAS1_0111_MR1_mpr_n4_anon_sbj_111,1681005
OAS1_0111_MR2_mpr_n4_anon_sbj_111,1684840
OAS1_0112_MR1_mpr_n4_anon_sbj_111,1385560
OAS1_0113_MR1_mpr_n4_anon_sbj_111,1510911
OAS1_0114_MR1_mpr_n4_anon_sbj_111,1355943
OAS1_0115_MR1_mpr_n4_anon_sbj_111,1719750
OAS1_0116_MR1_mpr_n3_anon_sbj_111,1306414
OAS1_0117_MR1_mpr_n4_anon_sbj_111,1618169
OAS1_0117_MR2_mpr_n4_anon_sbj_111,1619347
OAS1_0119_MR1_mpr_n3_anon_sbj_111,1456145
OAS1_0120_MR1_mpr_n4_anon_sbj_111,1669662
OAS1_0121_MR1_mpr_n4_anon_sbj_111,1571212
OAS1_0122_MR1_mpr_n4_anon_sbj_111,1309590
OAS1_0123_MR1_mpr_n4_anon_sbj_111,1278970
OAS1_0124_MR1_mpr_n4_anon_sbj_111,1514327
OAS1_0125_MR1_mpr_n4_anon_sbj_111,1422297
OAS1_0126_MR1_mpr_n3_anon_sbj_111,1416420
OAS1_0127_MR1_mpr_n3_anon_sbj_111,1467620
OAS1_0130_MR1_mpr_n4_anon_sbj_111,1405521
OAS1_0131_MR1_mpr_n4_anon_sbj_111,1558516
OAS1_0132_MR1_mpr_n4_anon_sbj_111,1381307
OAS1_0133_MR1_mpr_n4_anon_sbj_111,1271224
OAS1_0134_MR1_mpr_n4_anon_sbj_111,1324716
OAS1_0135_MR1_mpr_n4_anon_sbj_111,1495510
OAS1_0136_MR1_mpr_n4_anon_sbj_111,1145884
OAS1_0137_MR1_mpr_n4_anon_sbj_111,1323434
OAS1_0138_MR1_mpr_n4_anon_sbj_111,1534952
OAS1_0139_MR1_mpr_n4_anon_sbj_111,1461729
OAS1_0140_MR1_mpr_n3_anon_sbj_111,1394750
OAS1_0141_MR1_mpr_n3_anon_sbj_111,1385804
OAS1_0142_MR1_mpr_n4_anon_sbj_111,1439352
OAS1_0143_MR1_mpr_n4_anon_sbj_111,1439668
OAS1_0144_MR1_mpr_n4_anon_sbj_111,1779874
OAS1_0145_MR1_mpr_n4_anon_sbj_111,1567514
OAS1_0145_MR2_mpr_n4_anon_sbj_111,1562297
OAS1_0146_MR1_mpr_n4_anon_sbj_111,1435851
OAS1_0147_MR1_mpr_n4_anon_sbj_111,1644675
OAS1_0148_MR1_mpr_n3_anon_sbj_111,1430793
OAS1_0150_MR1_mpr_n4_anon_sbj_111,1320949
OAS1_0150_MR2_mpr_n4_anon_sbj_111,1320120
OAS1_0151_MR1_mpr_n4_anon_sbj_111,1435247
OAS1_0152_MR1_mpr_n4_anon_sbj_111,1424310
OAS1_0153_MR1_mpr_n4_anon_sbj_111,1544466
OAS1_0155_MR1_mpr_n4_anon_sbj_111,1312386
OAS1_0156_MR1_mpr_n4_anon_sbj_111,1395570
OAS1_0156_MR2_mpr_n4_anon_sbj_111,1485363
OAS1_0157_MR1_mpr_n4_anon_sbj_111,1284639
OAS1_0158_MR1_mpr_n4_anon_sbj_111,1403842
OAS1_0159_MR1_mpr_n3_anon_sbj_111,1439067
OAS1_0160_MR1_mpr_n4_anon_sbj_111,1557439
OAS1_0161_MR1_mpr_n4_anon_sbj_111,1276001
OAS1_0162_MR1_mpr_n4_anon_sbj_111,1217925
OAS1_0163_MR1_mpr_n4_anon_sbj_111,1427842
OAS1_0164_MR1_mpr_n4_anon_sbj_111,1350138
OAS1_0165_MR1_mpr_n3_anon_sbj_111,1322051
OAS1_0166_MR1_mpr_n4_anon_sbj_111,1375366
OAS1_0167_MR1_mpr_n4_anon_sbj_111,1265335
OAS1_0168_MR1_mpr_n4_anon_sbj_111,1245230
OAS1_0169_MR1_mpr_n4_anon_sbj_111,1328507
OAS1_0170_MR1_mpr_n4_anon_sbj_111,1303359
OAS1_0173_MR1_mpr_n4_anon_sbj_111,1412649
OAS1_0174_MR1_mpr_n4_anon_sbj_111,1374356
OAS1_0176_MR1_mpr_n4_anon_sbj_111,1333487
OAS1_0177_MR1_mpr_n3_anon_sbj_111,1385971
OAS1_0178_MR1_mpr_n4_anon_sbj_111,1238690
OAS1_0179_MR1_mpr_n4_anon_sbj_111,1134504
OAS1_0180_MR1_mpr_n4_anon_sbj_111,1431738
OAS1_0181_MR1_mpr_n3_anon_sbj_111,1314425
OAS1_0182_MR1_mpr_n4_anon_sbj_111,1510148
OAS1_0183_MR1_mpr_n4_anon_sbj_111,1605747
OAS1_0184_MR1_mpr_n4_anon_sbj_111,1323149
OAS1_0185_MR1_mpr_n4_anon_sbj_111,1284010
OAS1_0186_MR1_mpr_n4_anon_sbj_111,1597625
OAS1_0188_MR1_mpr_n3_anon_sbj_111,1407583
OAS1_0189_MR1_mpr_n4_anon_sbj_111,1542284
OAS1_0190_MR1_mpr_n4_anon_sbj_111,1361169
OAS1_0191_MR1_mpr_n4_anon_sbj_111,1255546
OAS1_0191_MR2_mpr_n4_anon_sbj_111,1370265
OAS1_0192_MR1_mpr_n3_anon_sbj_111,1255536
OAS1_0193_MR1_mpr_n4_anon_sbj_111,1356763
OAS1_0195_MR1_mpr_n4_anon_sbj_111,1289337
OAS1_0197_MR1_mpr_n4_anon_sbj_111,1119354
OAS1_0199_MR1_mpr_n3_anon_sbj_111,1475546
OAS1_0200_MR1_mpr_n4_anon_sbj_111,1289779
OAS1_0201_MR1_mpr_n4_anon_sbj_111,1358524
OAS1_0202_MR1_mpr_n4_anon_sbj_111,1527518
OAS1_0202_MR2_mpr_n4_anon_sbj_111,1531066
OAS1_0203_MR1_mpr_n4_anon_sbj_111,1288428
OAS1_0204_MR1_mpr_n4_anon_sbj_111,1275741
OAS1_0205_MR1_mpr_n4_anon_sbj_111,1733016
OAS1_0206_MR1_mpr_n4_anon_sbj_111,1212839
OAS1_0207_MR1_mpr_n3_anon_sbj_111,1629154
OAS1_0208_MR1_mpr_n3_anon_sbj_111,1357222
OAS1_0209_MR1_mpr_n4_anon_sbj_111,1197819
OAS1_0210_MR1_mpr_n4_anon_sbj_111,1549979
OAS1_0211_MR1_mpr_n4_anon_sbj_111,1578205
OAS1_0212_MR1_mpr_n4_anon_sbj_111,1511395
OAS1_0213_MR1_mpr_n4_anon_sbj_111,1225275
OAS1_0214_MR1_mpr_n3_anon_sbj_111,1772186
OAS1_0216_MR1_mpr_n4_anon_sbj_111,1484068
OAS1_0217_MR1_mpr_n4_anon_sbj_111,1287641
OAS1_0218_MR1_mpr_n4_anon_sbj_111,1237140
OAS1_0220_MR1_mpr_n4_anon_sbj_111,1228827
OAS1_0221_MR1_mpr_n4_anon_sbj_111,1379247
OAS1_0222_MR1_mpr_n4_anon_sbj_111,1143589
OAS1_0223_MR1_mpr_n3_anon_sbj_111,1461841
OAS1_0224_MR1_mpr_n4_anon_sbj_111,1362395
OAS1_0226_MR1_mpr_n4_anon_sbj_111,1470195
OAS1_0227_MR1_mpr_n4_anon_sbj_111,1251576
OAS1_0228_MR1_mpr_n4_anon_sbj_111,1382453
OAS1_0229_MR1_mpr_n4_anon_sbj_111,1216540
OAS1_0230_MR1_mpr_n4_anon_sbj_111,1509466
OAS1_0230_MR2_mpr_n4_anon_sbj_111,1509428
OAS1_0231_MR1_mpr_n4_anon_sbj_111,1438967
OAS1_0232_MR1_mpr_n4_anon_sbj_111,1365353
OAS1_0233_MR1_mpr_n4_anon_sbj_111,1251233
OAS1_0234_MR1_mpr_n4_anon_sbj_111,1443178
OAS1_0235_MR1_mpr_n3_anon_sbj_111,1362648
OAS1_0236_MR1_mpr_n4_anon_sbj_111,1263236
OAS1_0236_MR2_mpr_n4_anon_sbj_111,1261190
OAS1_0237_MR1_mpr_n4_anon_sbj_111,1254122
OAS1_0238_MR1_mpr_n4_anon_sbj_111,1341001
OAS1_0239_MR1_mpr_n4_anon_sbj_111,1440286
OAS1_0239_MR2_mpr_n4_anon_sbj_111,1435236
OAS1_0240_MR1_mpr_n3_anon_sbj_111,1135907
OAS1_0241_MR1_mpr_n4_anon_sbj_111,1311783
OAS1_0243_MR1_mpr_n4_anon_sbj_111,1476184
OAS1_0244_MR1_mpr_n4_anon_sbj_111,1247775
OAS1_0246_MR1_mpr_n4_anon_sbj_111,1489984
OAS1_0247_MR1_mpr_n4_anon_sbj_111,1203779
OAS1_0249_MR1_mpr_n4_anon_sbj_111,1184203
OAS1_0249_MR2_mpr_n4_anon_sbj_111,1263634
OAS1_0250_MR1_mpr_n3_anon_sbj_111,1288906
OAS1_0253_MR1_mpr_n4_anon_sbj_111,1560117
OAS1_0254_MR1_mpr_n6_anon_sbj_111,1215489
OAS1_0255_MR1_mpr_n4_anon_sbj_111,1366922
OAS1_0256_MR1_mpr_n4_anon_sbj_111,1493326
OAS1_0258_MR1_mpr_n3_anon_sbj_111,1341049
OAS1_0259_MR1_mpr_n4_anon_sbj_111,1275521
OAS1_0260_MR1_mpr_n4_anon_sbj_111,1605941
OAS1_0261_MR1_mpr_n4_anon_sbj_111,1394013
OAS1_0262_MR1_mpr_n4_anon_sbj_111,1466183
OAS1_0263_MR1_mpr_n4_anon_sbj_111,1529648
OAS1_0264_MR1_mpr_n4_anon_sbj_111,1421854
OAS1_0265_MR1_mpr_n4_anon_sbj_111,1305082
OAS1_0266_MR1_mpr_n4_anon_sbj_111,1683325
OAS1_0267_MR1_mpr_n3_anon_sbj_111,1350604
OAS1_0268_MR1_mpr_n4_anon_sbj_111,1390795
OAS1_0269_MR1_mpr_n4_anon_sbj_111,1329433
OAS1_0270_MR1_mpr_n4_anon_sbj_111,1188180
OAS1_0271_MR1_mpr_n4_anon_sbj_111,1281786
OAS1_0272_MR1_mpr_n4_anon_sbj_111,1290461
OAS1_0273_MR1_mpr_n3_anon_sbj_111,1334923
OAS1_0274_MR1_mpr_n4_anon_sbj_111,1388430
OAS1_0275_MR1_mpr_n4_anon_sbj_111,1395829
OAS1_0277_MR1_mpr_n4_anon_sbj_111,1811064
OAS1_0278_MR1_mpr_n4_anon_sbj_111,1356377
OAS1_0279_MR1_mpr_n4_anon_sbj_111,1379355
OAS1_0280_MR1_mpr_n4_anon_sbj_111,1299404
OAS1_0281_MR1_mpr_n4_anon_sbj_111,1470268
OAS1_0282_MR1_mpr_n4_anon_sbj_111,1306862
OAS1_0283_MR1_mpr_n4_anon_sbj_111,1411515
OAS1_0284_MR1_mpr_n4_anon_sbj_111,1583628
OAS1_0285_MR1_mpr_n4_anon_sbj_111,1440834
OAS1_0285_MR2_mpr_n4_anon_sbj_111,1442033
OAS1_0286_MR1_mpr_n4_anon_sbj_111,1379607
OAS1_0287_MR1_mpr_n4_anon_sbj_111,1100645
OAS1_0288_MR1_mpr_n4_anon_sbj_111,1413745
OAS1_0289_MR1_mpr_n4_anon_sbj_111,1225450
OAS1_0290_MR1_mpr_n4_anon_sbj_111,1792848
OAS1_0291_MR1_mpr_n4_anon_sbj_111,1268871
OAS1_0292_MR1_mpr_n4_anon_sbj_111,1330916
OAS1_0293_MR1_mpr_n4_anon_sbj_111,1304699
OAS1_0294_MR1_mpr_n3_anon_sbj_111,1260231
OAS1_0295_MR1_mpr_n3_anon_sbj_111,1334059
OAS1_0296_MR1_mpr_n4_anon_sbj_111,1313820
OAS1_0298_MR1_mpr_n4_anon_sbj_111,1260755
OAS1_0299_MR1_mpr_n4_anon_sbj_111,1337269
OAS1_0300_MR1_mpr_n4_anon_sbj_111,1415979
OAS1_0301_MR1_mpr_n4_anon_sbj_111,1394220
OAS1_0302_MR1_mpr_n4_anon_sbj_111,1408488
OAS1_0303_MR1_mpr_n4_anon_sbj_111,1202738
OAS1_0304_MR1_mpr_n4_anon_sbj_111,1357998
OAS1_0305_MR1_mpr_n4_anon_sbj_111,1418816
OAS1_0307_MR1_mpr_n4_anon_sbj_111,1361854
OAS1_0308_MR1_mpr_n4_anon_sbj_111,1297344
OAS1_0309_MR1_mpr_n4_anon_sbj_111,1356612
OAS1_0310_MR1_mpr_n4_anon_sbj_111,1419904
OAS1_0311_MR1_mpr_n4_anon_sbj_111,1346194
OAS1_0312_MR1_mpr_n4_anon_sbj_111,1280258
OAS1_0313_MR1_mpr_n4_anon_sbj_111,1324797
OAS1_0314_MR1_mpr_n4_anon_sbj_111,1596434
OAS1_0315_MR1_mpr_n4_anon_sbj_111,1509632
OAS1_0316_MR1_mpr_n4_anon_sbj_111,1341121
OAS1_0317_MR1_mpr_n4_anon_sbj_111,1457912
OAS1_0318_MR1_mpr_n3_anon_sbj_111,1422341
OAS1_0319_MR1_mpr_n4_anon_sbj_111,1435982
OAS1_0321_MR1_mpr_n4_anon_sbj_111,1271322
OAS1_0322_MR1_mpr_n4_anon_sbj_111,1146648
OAS1_0323_MR1_mpr_n4_anon_sbj_111,1383092
OAS1_0325_MR1_mpr_n3_anon_sbj_111,1282973
OAS1_0326_MR1_mpr_n4_anon_sbj_111,1195167
OAS1_0327_MR1_mpr_n4_anon_sbj_111,1648185
OAS1_0328_MR1_mpr_n4_anon_sbj_111,1393820
OAS1_0329_MR1_mpr_n4_anon_sbj_111,1156808
OAS1_0330_MR1_mpr_n4_anon_sbj_111,1319046
OAS1_0331_MR1_mpr_n4_anon_sbj_111,1389758
OAS1_0332_MR1_mpr_n4_anon_sbj_111,1582971
OAS1_0333_MR1_mpr_n4_anon_sbj_111,1377130
OAS1_0335_MR1_mpr_n4_anon_sbj_111,1478532
OAS1_0336_MR1_mpr_n4_anon_sbj_111,1465099
OAS1_0337_MR1_mpr_n3_anon_sbj_111,1543033
OAS1_0338_MR1_mpr_n4_anon_sbj_111,1674341
OAS1_0339_MR1_mpr_n4_anon_sbj_111,1109896
OAS1_0340_MR1_mpr_n4_anon_sbj_111,1454788
OAS1_0341_MR1_mpr_n4_anon_sbj_111,1410073
OAS1_0342_MR1_mpr_n4_anon_sbj_111,1338519
OAS1_0343_MR1_mpr_n4_anon_sbj_111,1392586
OAS1_0344_MR1_mpr_n4_anon_sbj_111,1444741
OAS1_0345_MR1_mpr_n4_anon_sbj_111,1367240
OAS1_0346_MR1_mpr_n4_anon_sbj_111,1489386
OAS1_0348_MR1_mpr_n4_anon_sbj_111,1470859
OAS1_0349_MR1_mpr_n4_anon_sbj_111,1297775
OAS1_0350_MR1_mpr_n4_anon_sbj_111,1591483
OAS1_0351_MR1_mpr_n4_anon_sbj_111,1375037
OAS1_0352_MR1_mpr_n3_anon_sbj_111,1140380
OAS1_0353_MR1_mpr_n4_anon_sbj_111,1564906
OAS1_0353_MR2_mpr_n4_anon_sbj_111,1568524
OAS1_0354_MR1_mpr_n4_anon_sbj_111,1356333
OAS1_0355_MR1_mpr_n4_anon_sbj_111,1120301
OAS1_0356_MR1_mpr_n4_anon_sbj_111,1357007
OAS1_0357_MR1_mpr_n4_anon_sbj_111,1412293
OAS1_0358_MR1_mpr_n4_anon_sbj_111,1379200
OAS1_0359_MR1_mpr_n4_anon_sbj_111,1556092
OAS1_0361_MR1_mpr_n4_anon_sbj_111,1292450
OAS1_0362_MR1_mpr_n4_anon_sbj_111,1355006
OAS1_0363_MR1_mpr_n4_anon_sbj_111,1294037
OAS1_0365_MR1_mpr_n4_anon_sbj_111,1649987
OAS1_0366_MR1_mpr_n4_anon_sbj_111,1473499
OAS1_0367_MR1_mpr_n4_anon_sbj_111,1113703
OAS1_0368_MR1_mpr_n4_anon_sbj_111,1512854
OAS1_0368_MR2_mpr_n4_anon_sbj_111,1526891
OAS1_0369_MR1_mpr_n4_anon_sbj_111,1342621
OAS1_0370_MR1_mpr_n3_anon_sbj_111,1567925
OAS1_0371_MR1_mpr_n4_anon_sbj_111,1302334
OAS1_0372_MR1_mpr_n3_anon_sbj_111,1361634
OAS1_0373_MR1_mpr_n4_anon_sbj_111,1553530
OAS1_0374_MR1_mpr_n4_anon_sbj_111,1159530
OAS1_0375_MR1_mpr_n4_anon_sbj_111,1501725
OAS1_0376_MR1_mpr_n4_anon_sbj_111,1454065
OAS1_0377_MR1_mpr_n4_anon_sbj_111,1465964
OAS1_0378_MR1_mpr_n4_anon_sbj_111,1264479
OAS1_0379_MR1_mpr_n4_anon_sbj_111,1198547
OAS1_0379_MR2_mpr_n4_anon_sbj_111,1200971
OAS1_0380_MR1_mpr_n4_anon_sbj_111,1245243
OAS1_0381_MR1_mpr_n4_anon_sbj_111,1675205
OAS1_0382_MR1_mpr_n4_anon_sbj_111,1229091
OAS1_0383_MR1_mpr_n4_anon_sbj_111,1465322
OAS1_0384_MR1_mpr_n3_anon_sbj_111,1374058
OAS1_0385_MR1_mpr_n4_anon_sbj_111,1463719
OAS1_0386_MR1_mpr_n4_anon_sbj_111,1449651
OAS1_0387_MR1_mpr_n4_anon_sbj_111,1177342
OAS1_0388_MR1_mpr_n4_anon_sbj_111,1247886
OAS1_0389_MR1_mpr_n4_anon_sbj_111,1532691
OAS1_0390_MR1_mpr_n4_anon_sbj_111,1473897
OAS1_0392_MR1_mpr_n4_anon_sbj_111,1266692
OAS1_0394_MR1_mpr_n4_anon_sbj_111,1235172
OAS1_0395_MR1_mpr_n4_anon_sbj_111,1363233
OAS1_0395_MR2_mpr_n4_anon_sbj_111,1368323
OAS1_0396_MR1_mpr_n4_anon_sbj_111,1578894
OAS1_0397_MR1_mpr_n4_anon_sbj_111,1183429
OAS1_0398_MR1_mpr_n4_anon_sbj_111,1592421
OAS1_0399_MR1_mpr_n4_anon_sbj_111,1485746
OAS1_0400_MR1_mpr_n4_anon_sbj_111,1546907
OAS1_0401_MR1_mpr_n5_anon_sbj_111,1299474
OAS1_0402_MR1_mpr_n4_anon_sbj_111,1340947
OAS1_0403_MR1_mpr_n4_anon_sbj_111,1385455
OAS1_0404_MR1_mpr_n4_anon_sbj_111,1371499
OAS1_0405_MR1_mpr_n4_anon_sbj_111,1605551
OAS1_0406_MR1_mpr_n4_anon_sbj_111,1293584
OAS1_0407_MR1_mpr_n4_anon_sbj_111,1350956
OAS1_0408_MR1_mpr_n4_anon_sbj_111,1369597
OAS1_0409_MR1_mpr_n3_anon_sbj_111,1459111
OAS1_0410_MR1_mpr_n3_anon_sbj_111,1332370
OAS1_0411_MR1_mpr_n4_anon_sbj_111,1265995
OAS1_0413_MR1_mpr_n4_anon_sbj_111,1346614
OAS1_0415_MR1_mpr_n4_anon_sbj_111,1516420
OAS1_0416_MR1_mpr_n4_anon_sbj_111,1407192
OAS1_0417_MR1_mpr_n4_anon_sbj_111,1545076
OAS1_0418_MR1_mpr_n4_anon_sbj_111,1532703
OAS1_0419_MR1_mpr_n4_anon_sbj_111,1421265
OAS1_0420_MR1_mpr_n4_anon_sbj_111,1515968
OAS1_0421_MR1_mpr_n4_anon_sbj_111,1472896
OAS1_0422_MR1_mpr_n4_anon_sbj_111,1343420
OAS1_0423_MR1_mpr_n3_anon_sbj_111,1405725
OAS1_0424_MR1_mpr_n4_anon_sbj_111,1514286
OAS1_0425_MR1_mpr_n4_anon_sbj_111,1394951
OAS1_0426_MR1_mpr_n4_anon_sbj_111,1279554
OAS1_0428_MR1_mpr_n4_anon_sbj_111,1400760
OAS1_0429_MR1_mpr_n4_anon_sbj_111,1345961
OAS1_0430_MR1_mpr_n4_anon_sbj_111,1402704
OAS1_0431_MR1_mpr_n3_anon_sbj_111,1265642
OAS1_0432_MR1_mpr_n4_anon_sbj_111,1346762
OAS1_0433_MR1_mpr_n3_anon_sbj_111,1541657
OAS1_0434_MR1_mpr_n3_anon_sbj_111,1322966
OAS1_0435_MR1_mpr_n4_anon_sbj_111,1547138
OAS1_0437_MR1_mpr_n4_anon_sbj_111,1242356
OAS1_0438_MR1_mpr_n4_anon_sbj_111,1189380
OAS1_0439_MR1_mpr_n4_anon_sbj_111,1375603
OAS1_0440_MR1_mpr_n4_anon_sbj_111,1255148
OAS1_0441_MR1_mpr_n4_anon_sbj_111,1512150
OAS1_0442_MR1_mpr_n4_anon_sbj_111,1300637
OAS1_0443_MR1_mpr_n4_anon_sbj_111,1289847
OAS1_0444_MR1_mpr_n4_anon_sbj_111,1227605
OAS1_0445_MR1_mpr_n4_anon_sbj_111,1250547
OAS1_0446_MR1_mpr_n4_anon_sbj_111,1280602
OAS1_0447_MR1_mpr_n4_anon_sbj_111,1310201
OAS1_0448_MR1_mpr_n4_anon_sbj_111,1394209
OAS1_0449_MR1_mpr_n4_anon_sbj_111,1076992
OAS1_0450_MR1_mpr_n4_anon_sbj_111,1433160
OAS1_0451_MR1_mpr_n3_anon_sbj_111,1536148
OAS1_0452_MR1_mpr_n3_anon_sbj_111,1538418
OAS1_0453_MR1_mpr_n3_anon_sbj_111,1172193
OAS1_0454_MR1_mpr_n3_anon_sbj_111,1416480
OAS1_0455_MR1_mpr_n3_anon_sbj_111,1333842
OAS1_0456_MR1_mpr_n4_anon_sbj_111,1557837
OAS1_0457_MR1_mpr_n3_anon_sbj_111,1280592
